Year,Month,Total_CO2_Emissions,Transportarion Petroleum Consumption,Total Fossil Fuels Production,Total Renewable Energy Production,Commercial_Consumption,Industrial_Consumption,Residential_Consumption
2010,12,1283.2949999999998,11.742,5.062813,0.524855,1689.036,2620.11,2418.621
2011,1,1285.68,11.387,4.977779,0.530909,1690.486,2585.006,2603.851
2011,2,1099.237,13.857,4.498148,0.490715,1464.681,2311.888,2088.537
2011,3,1119.9620000000002,17.677,5.160762,0.553169,1443.132,2576.281,1770.608
2011,4,1017.9079999999999,10.367,4.906942,0.538506,1246.662,2402.276,1356.728
2011,5,1047.393,18.129,4.996022,0.554011,1270.743,2469.342,1267.351
2011,6,1114.23,16.833,4.913867,0.553885,1355.776,2482.414,1478.833
2011,7,1208.6399999999999,18.516,4.937955,0.549374,1481.001,2551.936,1782.574
2011,8,1212.531,18.355,5.205101,0.534036,1471.853,2639.418,1734.653
2011,9,1065.5,12.667,5.051033,0.500175,1307.152,2479.923,1383.938
2011,10,1039.694,15.935,5.299419,0.517691,1321.199,2544.227,1270.136
2011,11,1048.2459999999999,11.767,5.235448,0.52871,1354.629,2547.099,1508.995
2011,12,1151.004,10.419,5.347022,0.552823,1542.949,2525.791,2049.266
2012,1,1149.186,12.29,5.406309,0.53903,1556.801,2574.639,2194.386
2012,2,1058.8100000000002,10.966,4.97344,0.494125,1417.694,2448.742,1847.786
2012,3,1005.809,14.032,5.210542,0.541241,1288.568,2476.116,1466.215
2012,4,942.9639999999999,14.133,4.920631,0.519625,1201.786,2394.534,1209.0
2012,5,1018.175,16.774,5.138538,0.546973,1285.607,2540.243,1250.238
2012,6,1063.573,13.1,4.993785,0.528767,1332.799,2496.367,1414.631
2012,7,1182.507,20.065,5.277106,0.520173,1457.415,2575.007,1740.775
2012,8,1164.332,13.355,5.347837,0.513269,1433.051,2610.881,1639.4
2012,9,1022.51,14.567,5.115761,0.475611,1289.866,2436.07,1330.8
2012,10,1033.899,14.29,5.375267,0.49152,1315.928,2576.649,1266.185
2012,11,1066.06,10.233,5.264784,0.489081,1364.64,2522.776,1565.717
2012,12,1125.146,9.065,5.273745,0.527555,1498.461,2568.556,1959.804
2013,1,1191.887,10.968,5.299677,0.542692,1613.4,2616.577,2351.341
2013,2,1066.46,8.107,4.871826,0.487697,1465.277,2373.949,2001.501
2013,3,1120.962,11.516,5.374476,0.541012,1477.172,2510.399,1925.297
2013,4,991.3090000000001,11.733,5.194105,0.551448,1251.976,2420.279,1393.334
2013,5,1011.953,14.935,5.394072,0.578378,1259.474,2562.446,1217.018
2013,6,1057.891,14.933,5.216223,0.563561,1321.562,2519.949,1370.082
2013,7,1153.858,16.129,5.501006,0.572289,1417.773,2631.396,1606.835
2013,8,1144.2569999999998,13.71,5.622166,0.54261,1421.847,2619.449,1552.935
2013,9,1055.0240000000001,10.567,5.405929,0.514219,1302.778,2563.126,1362.417
2013,10,1038.2959999999998,11.226,5.473711,0.543689,1310.305,2628.652,1269.17
2013,11,1077.551,14.467,5.396436,0.548475,1424.589,2635.67,1628.882
2013,12,1210.3819999999998,7.032,5.429896,0.574712,1629.265,2673.413,2311.523
2014,1,1292.0349999999999,9.613,5.577728,0.574074,1786.168,2694.643,2698.192
2014,2,1147.637,6.607,5.104065,0.507104,1564.387,2395.205,2265.15
2014,3,1136.22,11.871,5.776852,0.589448,1526.337,2519.387,1981.571
2014,4,988.1300000000001,11.567,5.670801,0.582906,1239.27,2475.631,1326.373
2014,5,1017.568,13.161,5.829644,0.589532,1286.529,2547.813,1246.412
2014,6,1061.121,11,5.646003,0.590551,1339.475,2528.293,1376.255
2014,7,1143.2109999999998,17.452,5.958684,0.588452,1405.449,2647.981,1548.91
2014,8,1146.877,13.71,6.04733,0.559856,1412.246,2672.458,1535.392
2014,9,1045.316,11.6,5.863906,0.530545,1315.193,2572.341,1356.758
2014,10,1034.222,11.323,6.092614,0.557212,1313.96,2631.173,1259.078
2014,11,1077.934,10.567,5.866641,0.56944,1451.888,2593.346,1686.446
2014,12,1147.2310000000002,12.258,6.164924,0.593582,1546.775,2635.501,2069.13
2015,1,1215.3740000000003,7.968,6.103839,0.580459,1724.194,2657.254,2476.103
2015,2,1135.35,8.393,5.435911,0.532998,1629.953,2442.758,2280.281
2015,3,1088.7910000000002,8.806,6.076784,0.579274,1469.71,2531.318,1872.599
2015,4,948.043,14.233,5.867794,0.569372,1251.071,2459.453,1256.086
2015,5,996.42,13.355,5.848068,0.578595,1291.988,2578.974,1206.427
2015,6,1069.063,12.4,5.609792,0.564148,1362.124,2613.968,1380.458
2015,7,1158.416,17.774,5.968799,0.58394,1453.0,2692.947,1616.773
2015,8,1134.531,10.903,6.095498,0.572235,1435.311,2668.942,1576.894
2015,9,1036.7530000000002,11,5.882853,0.539599,1334.159,2507.926,1356.457
2015,10,992.9190000000001,13.903,5.956874,0.556624,1320.427,2494.429,1252.874
2015,11,973.6039999999999,9.3,5.655956,0.575262,1358.386,2431.026,1439.574
2015,12,1043.168,9.387,5.668523,0.607029,1456.154,2525.799,1817.95
2016,1,1153.709,7.387,5.596285,0.599191,1661.966,2615.212,2310.576
2016,2,1028.581,10.759,5.258343,0.581707,1442.589,2480.931,1891.452
2016,3,965.5840000000001,9.613,5.501415,0.626117,1321.501,2519.114,1476.593
2016,4,906.5169999999999,14.3,5.176586,0.589697,1230.259,2407.539,1240.294
2016,5,938.788,11.226,5.392831,0.609056,1260.405,2484.221,1177.816
2016,6,1050.247,12.1,5.332301,0.593674,1362.042,2518.608,1407.515
2016,7,1149.691,11.968,5.52842,0.604311,1461.488,2601.186,1682.165
2016,8,1165.202,14.032,5.621914,0.591345,1480.499,2690.364,1652.674
2016,9,1032.471,10.8,5.37973,0.562208,1331.706,2502.782,1369.003
2016,10,990.072,9.742,5.63643,0.584383,1297.706,2545.976,1221.008
2016,11,968.4110000000001,11.5,5.510725,0.586197,1332.259,2500.7,1366.785
2016,12,1163.2350000000001,9.613,5.507153,0.650925,1639.225,2639.713,2153.582
2017,1,1137.5430000000001,9.355,5.602335,0.627139,1610.697,2607.945,2221.188
2017,2,940.509,9.25,5.20272,0.580323,1333.718,2321.868,1620.437
2017,3,1028.7949999999998,10.161,5.688362,0.663921,1433.162,2591.161,1659.873
2017,4,911.7139999999999,10.667,5.42252,0.635132,1187.196,2447.991,1185.143
2017,5,971.2160000000001,11.645,5.656763,0.661288,1245.133,2558.072,1186.789
2017,6,1016.992,16.633,5.610876,0.642341,1304.376,2566.326,1330.092
2017,7,1121.072,12.645,5.739828,0.625553,1415.59,2666.217,1595.615
2017,8,1097.006,13.645,5.884513,0.612154,1388.173,2650.911,1492.618
2017,9,982.3510000000001,9.733,5.668222,0.583867,1275.009,2509.223,1262.63
2017,10,980.314,9.484,5.98552,0.614657,1296.114,2582.187,1233.935
2017,11,1012.1809999999999,10.667,5.95145,0.613796,1384.292,2623.251,1519.045
2017,12,1155.031,12.419,6.075391,0.63513,1650.472,2699.974,2181.715
2018,1,1221.018,9.516,5.988844,0.652428,1744.226,2725.692,2597.4
2018,2,979.6850000000002,7.071,5.608162,0.609384,1414.963,2417.221,1855.963
2018,3,1048.384,13.065,6.262895,0.668591,1475.825,2675.871,1786.551
2018,4,948.597,12.367,5.959792,0.656554,1286.691,2489.583,1420.593
2018,5,978.0120000000001,12.29,6.208032,0.680705,1273.197,2659.549,1227.639
2018,6,1027.0439999999999,14.467,6.104516,0.668774,1319.674,2620.859,1393.694
2018,7,1123.5190000000002,16.258,6.407404,0.64794,1430.367,2736.059,1628.017
2018,8,1132.3719999999998,14.774,6.69433,0.651954,1431.177,2817.69,1578.818
2018,9,1013.281,9.467,6.440064,0.60071,1297.777,2613.487,1351.89
2018,10,1020.212,16.226,6.736137,0.627968,1340.93,2718.994,1329.838
2018,11,1063.1109999999999,7.4,6.603507,0.6232,1466.299,2668.987,1747.051
2018,12,1121.09,12.29,6.784063,0.647491,1576.519,2661.452,2119.106
2019,1,1179.0739999999998,8.581,6.809837,0.644838,1704.99,2801.772,2411.364
2019,2,1019.0510000000002,8.821,6.128797,0.59317,1480.979,2439.356,2040.922
2019,3,1052.691,12.613,6.663441,0.657018,1475.588,2626.261,1872.632
2019,4,896.9639999999999,11.8,6.653202,0.665972,1199.901,2516.933,1234.841
2019,5,948.016,15,6.876943,0.689977,1247.625,2644.658,1222.468
2019,6,969.0649999999999,15.567,6.607264,0.661158,1246.411,2582.116,1300.528
2019,7,1087.095,17.097,6.785286,0.667002,1392.228,2718.871,1595.962
2019,8,1084.65,12.839,7.061902,0.647658,1388.373,2753.886,1552.367
2019,9,982.21,14.9,6.822604,0.613133,1268.565,2611.83,1347.715
2019,10,959.022,13.935,7.061891,0.633573,1261.102,2656.367,1263.873
2019,11,1016.826,12.4,6.884969,0.620685,1421.631,2659.096,1702.397
2019,12,1065.69,8.516,7.048726,0.650482,1534.749,2696.684,2044.803
2020,1,1050.175,11.903,7.089507,0.648215,1565.589,2715.714,2098.259
2020,2,972.245,7.621,6.466626,0.632039,1435.226,2559.484,1864.517
2020,3,905.552,11.452,6.825667,0.641447,1311.233,2618.152,1552.644
2020,4,722.1870000000001,6.433,6.3085,0.560486,1070.438,2216.687,1313.214
2020,5,757.777,13.516,5.811258,0.6181,1056.98,2322.099,1261.675
2020,6,847.665,11.467,5.946635,0.636973,1158.613,2370.655,1367.224
2020,7,1000.975,12.677,6.30832,0.632799,1322.279,2549.348,1672.623
2020,8,1002.5469999999999,11.161,6.319605,0.618428,1293.234,2613.855,1596.718
2020,9,881.811,12.2,6.181692,0.583405,1171.537,2468.375,1290.541
2020,10,884.116,11.742,6.220192,0.611837,1208.459,2581.354,1244.586
2020,11,878.395,11.133,6.25101,0.629861,1224.608,2583.385,1429.908
2020,12,1030.405,9.613,6.425653,0.640797,1489.291,2703.13,2120.375
2021,1,1057.1770000000001,11.484,6.49966,0.637522,1534.263,2708.514,2292.658
2021,2,997.881,5.429,5.3218,0.553037,1493.381,2257.868,2204.41
2021,3,934.4809999999999,9.161,6.60629,0.678149,1311.374,2520.504,1677.575
2021,4,862.2409999999999,15.067,6.367462,0.651301,1156.817,2540.879,1248.541
2021,5,893.897,9.194,6.629665,0.689586,1169.481,2635.075,1199.197
2021,6,985.3439999999999,16.933,6.43743,0.6569,1283.491,2646.751,1398.08
2021,7,1064.217,10.516,6.645813,0.651325,1360.999,2711.668,1576.782
2021,8,1077.41,15.355,6.678144,0.648963,1377.837,2759.7,1586.591
2021,9,942.8760000000001,14.3,6.445035,0.620842,1221.142,2581.757,1303.218
2021,10,923.9570000000001,11.645,6.795551,0.650243,1226.485,2658.343,1178.8
2021,11,944.7189999999999,10.333,6.685325,0.663731,1330.139,2639.474,1497.959
2021,12,1001.151,10.645,6.874919,0.70675,1431.945,2717.584,1856.08
2022,1,1122.0980000000002,7.323,6.695953,0.69895,1692.387,2742.304,2427.453
2022,2,984.7440000000001,13.321,6.134936,0.653133,1458.476,2426.304,2046.287
2022,3,967.7940000000001,14.452,6.932706,0.734568,1386.283,2628.123,1669.718
2022,4,870.8729999999999,10.533,6.654418,0.713813,1209.625,2482.274,1303.077
2022,5,905.996,8.903,6.90531,0.74434,1235.115,2557.431,1252.911
2022,6,957.7080000000001,16.533,6.739071,0.726919,1280.878,2600.283,1400.225
2022,7,1045.804,9.065,7.003791,0.714627,1404.928,2683.225,1649.056
2022,8,1048.348,18.258,7.119913,0.673879,1388.133,2690.425,1569.93
2022,9,927.799,11.4,6.995496,0.634083,1257.714,2544.115,1279.309
2022,10,902.044,11.677,7.183379,0.660593,1248.63,2585.247,1199.801
2022,11,944.165,13.067,6.94104,0.68718,1375.687,2586.617,1554.46
2022,12,1065.524,10.968,6.919036,0.681821,1620.631,2536.1,2191.933
2023,1,1013.619,5.774,7.207853,0.690149,1550.349,2579.442,2114.125
2023,2,898.1629999999999,10.5,6.501195,0.654171,1388.398,2338.515,1790.197
2023,3,966.777,12.323,7.336198,0.729386,1448.436,2587.546,1720.734
2023,4,838.935,9.433,6.990153,0.702736,1178.404,2482.265,1241.494
2023,5,863.4950000000001,13.935,7.26183,0.734906,1207.421,2573.862,1144.501
2023,6,919.778,14.367,7.046687,0.692392,1264.343,2557.68,1267.036
2023,7,1020.672,14.194,7.270578,0.709733,1412.514,2633.856,1599.503
2023,8,1043.139,15,7.408176,0.70747,1409.595,2718.806,1577.457
2023,9,916.078,7.167,7.20208,0.667035,1259.436,2569.142,1295.85
2023,10,908.3820000000001,16.548,7.382549,0.688001,1287.494,2626.227,1197.929
2023,11,939.125,9.8,7.241968,0.676317,1375.718,2645.528,1509.578
2023,12,991.4060000000001,8.581,7.405291,0.715059,1491.454,2646.48,1866.588
2024,1,1105.767,7.065,7.122941,0.681455,1705.667,2677.567,2400.358
2024,2,898.629,14.517,6.945488,0.696262,1406.319,2417.712,1770.889
2024,3,886.4630000000001,9.129,7.244121,0.768721,1345.648,2532.002,1504.642
2024,4,830.909,13.633,6.913207,0.748066,1190.624,2470.881,1202.866
2024,5,882.756,11.419,7.186572,0.759567,1230.221,2620.741,1180.419
2024,6,919.75,17.067,7.09957,0.755633,1300.027,2546.583,1394.341
2024,7,1028.0729999999999,16.419,7.336379,0.743381,1402.346,2673.405,1612.124
2024,8,1012.1469999999999,13.581,7.422045,0.749025,1402.254,2707.666,1546.251
2024,9,899.332,14.3,7.128975,0.693182,1262.986,2570.478,1258.525
2024,10,897.9,12.323,7.395717,0.731771,1271.732,2660.054,1177.639
2024,11,893.3229999999999,11.633,7.110647,0.7262,1346.328,2585.118,1395.523
2024,12,1029.953,6.871,7.43796,0.734326,1580.004,2686.157,2031.516
2025,1,1167.191,8.129,7.327276,0.740168,1824.53,2797.238,2601.68
2025,2,972.286,13.071,6.634129,0.683549,1537.935,2414.873,2048.758
